MQ135,MQ136,MQ137,MQ138,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Label
11.21,6.99,17.73,11.67,6.56,15.26,4.46,17.59,14.89,39.55,10.53,4
11.66,7.76,18.27,12.39,7.2,16.31,4.94,17.44,15.09,39.55,10.87,4
13.29,7.64,15.32,11.67,6.7,16.79,6.13,12.21,14.83,42.38,11.94,2
11.75,7.64,18.67,12.44,7.09,15.84,4.86,18.21,15.56,42.11,11.17,4
14.52,11.77,13.3,16.61,9.02,21.33,7.89,9.6,13.49,42.94,11.99,1
12.18,6.88,17.88,9.89,6.7,14.42,5.36,16.3,15.84,42.66,11.66,3
14.87,16.23,9.82,18.52,12.75,24.53,10.94,8.99,13.15,42.66,12.77,1
11.75,7.34,16.58,10.78,6.92,16.93,5.17,15.76,15.22,41.58,11.62,4
11.35,7.85,18.51,12.34,7.14,16.86,4.94,17.59,15.35,40.8,11.17,4
15.06,15.07,12.0,18.44,11.5,23.51,9.45,9.2,13.37,42.66,12.08,1
11.99,7.02,17.21,9.93,6.72,15.2,5.23,15.69,15.56,46.83,11.3,4
11.94,7.61,18.59,12.54,7.09,15.39,4.84,18.85,15.49,41.58,10.99,4
13.29,10.79,12.14,15.59,8.34,19.77,7.01,8.88,12.61,40.04,11.43,1
11.53,7.76,18.11,12.49,7.17,15.78,4.92,17.67,15.09,39.79,10.91,4
12.42,6.91,17.14,10.05,6.61,14.42,5.48,15.25,15.42,43.22,11.94,3
11.71,7.82,18.91,12.49,7.06,15.08,4.8,19.1,15.42,41.05,11.21,4
14.87,15.71,10.58,18.28,12.45,23.84,10.22,8.95,17.1,41.84,11.99,1
13.78,8.4,14.77,13.0,7.06,17.67,6.61,11.41,14.51,43.22,12.08,2
11.48,6.97,16.17,10.28,6.56,16.38,4.96,15.69,14.89,39.79,10.53,4
14.94,14.07,12.58,18.04,10.76,22.86,8.77,9.45,13.32,44.96,12.03,1
10.83,7.02,17.66,11.44,6.25,13.96,4.22,18.13,14.57,38.36,10.53,4
11.39,7.7,18.04,12.34,7.14,15.71,4.9,17.51,15.02,39.79,11.04,4
15.0,16.1,10.79,18.44,12.15,23.96,10.18,9.06,15.7,44.37,12.18,1
14.75,16.17,10.06,18.52,12.55,24.3,10.76,8.92,18.08,41.58,12.32,1
12.23,6.88,17.96,9.89,6.72,14.47,5.36,16.57,15.84,42.94,12.08,3
14.87,16.3,10.26,18.44,12.55,24.42,10.76,8.88,16.49,42.38,12.08,1
11.44,7.82,18.59,12.39,7.17,16.86,4.94,17.44,15.35,40.8,10.87,4
11.85,6.8,16.37,9.81,6.51,15.45,4.98,15.12,15.09,40.29,10.65,4
14.17,9.52,14.01,14.22,7.55,20.04,6.93,10.3,13.96,44.66,12.47,2
11.94,8.14,18.51,12.59,7.11,15.2,4.86,19.1,15.49,41.32,11.04,4
13.08,7.55,15.51,11.26,6.61,16.17,5.98,12.8,14.89,42.94,12.23,2
12.28,6.88,17.43,9.85,6.64,14.3,5.36,15.83,15.98,42.66,11.75,3
11.39,7.58,17.96,11.72,7.0,17.15,5.02,16.5,15.09,40.8,11.04,4
14.4,11.58,13.41,16.47,8.92,21.24,7.68,9.64,13.66,44.07,12.57,1
11.53,7.85,18.43,12.34,7.2,16.93,4.94,17.51,15.35,38.83,10.99,4
11.99,7.7,18.67,12.59,7.14,15.52,4.9,18.69,15.56,41.84,11.12,4
11.04,7.31,17.96,11.53,6.7,16.51,4.64,17.0,14.96,37.67,10.53,4
11.53,7.76,18.35,12.14,7.09,16.86,4.92,19.27,15.22,41.05,11.08,4
11.44,7.49,18.35,12.19,6.92,15.71,4.76,17.82,15.15,40.8,10.78,4
12.92,7.28,15.84,11.0,6.59,15.78,5.89,13.11,15.02,42.11,12.08,2
11.35,7.61,17.96,11.81,6.97,17.08,4.98,16.64,15.09,41.05,11.04,4
12.13,7.02,17.66,9.97,6.81,14.89,5.32,17.44,15.84,41.58,11.34,3
10.66,6.94,17.43,11.26,6.12,13.73,4.15,17.82,14.63,36.57,10.21,4
13.4,7.7,15.26,11.86,6.75,16.72,6.2,12.06,14.83,43.5,12.27,2
12.72,7.11,16.03,10.61,6.53,15.2,5.68,13.65,15.09,43.5,12.08,2
11.75,7.31,16.65,10.74,6.89,16.93,5.17,15.76,15.15,42.11,11.04,4
11.08,7.43,17.73,11.95,6.89,15.52,4.72,17.07,14.76,38.12,10.61,4
13.78,8.47,14.71,13.11,7.09,17.97,6.66,11.37,14.44,44.07,12.42,2
11.94,7.67,18.75,12.49,7.14,15.84,4.86,18.53,15.56,42.38,11.21,4
14.64,12.78,13.09,17.27,9.8,21.73,8.11,9.57,13.32,44.66,12.18,1
11.89,7.58,18.67,12.49,7.09,15.65,4.86,18.77,15.49,42.66,11.26,4
11.99,6.94,16.65,10.01,6.64,15.65,5.11,15.44,15.22,40.29,10.87,4
15.06,15.77,11.22,18.61,12.2,24.77,10.38,9.31,15.29,43.22,13.08,1
11.44,7.7,18.19,11.95,7.06,17.08,4.98,16.86,15.22,42.11,10.95,4
11.66,7.76,18.11,12.39,7.2,16.31,4.94,17.51,15.09,39.79,11.04,4
12.28,7.14,16.79,10.16,6.83,15.78,5.26,15.63,15.56,42.11,11.08,4
11.57,7.73,18.27,12.44,7.17,15.97,4.92,17.67,15.22,40.29,11.17,4
14.4,11.86,13.2,16.68,9.2,22.23,7.77,9.75,13.43,42.94,11.85,1
11.94,7.43,17.0,11.04,6.92,17.22,5.15,15.18,15.15,41.32,11.34,4
14.58,13.41,12.88,17.5,10.15,22.13,8.24,9.49,13.32,42.94,12.32,1
11.26,6.04,15.9,9.0,5.7,13.35,4.82,14.16,14.44,39.55,10.87,3
11.04,6.91,18.04,11.49,6.4,14.83,4.39,17.67,14.89,38.59,10.74,4
14.87,16.17,9.75,18.61,12.8,25.13,10.89,9.02,13.21,41.32,12.18,1
10.95,7.64,18.19,12.05,7.0,16.65,4.84,19.97,15.09,38.83,10.82,4
11.44,7.49,17.81,12.1,6.97,15.65,4.76,17.22,14.83,38.83,10.87,4
11.35,7.61,18.27,11.9,6.97,16.86,4.84,17.22,15.22,40.04,10.87,4
11.0,7.49,17.29,11.22,6.94,17.3,5.13,15.44,15.09,41.32,10.95,4
12.13,7.08,16.51,10.24,6.75,15.97,5.15,15.63,15.29,41.58,11.21,4
11.39,7.82,18.59,12.34,7.14,16.86,4.92,17.44,15.35,39.55,10.91,4
11.53,7.67,18.83,12.44,7.14,16.04,4.88,18.94,15.49,41.84,11.08,4
13.61,8.23,14.83,12.69,6.92,17.59,6.48,11.59,14.57,42.11,12.37,2
11.62,7.76,18.19,12.44,7.2,16.31,4.94,17.59,15.09,39.79,10.82,4
13.5,7.92,14.95,12.29,6.83,17.15,6.35,11.92,14.63,42.94,11.89,2
11.85,7.64,18.67,12.44,7.09,15.84,4.84,18.53,15.49,40.54,10.87,4
11.89,8.11,18.43,12.74,7.14,15.08,4.88,18.85,15.42,39.79,11.52,4
11.94,7.05,16.93,9.93,6.7,15.39,5.15,15.44,15.42,43.22,10.99,4
11.89,7.79,18.43,12.44,7.0,15.33,4.8,18.69,15.35,41.05,11.21,4
11.35,7.55,17.88,11.62,6.97,17.15,5.02,16.23,15.09,40.8,11.52,4
12.28,6.91,17.66,9.89,6.67,14.36,5.34,15.89,15.91,44.07,11.8,3
13.03,7.49,15.64,11.13,6.61,16.04,5.94,12.85,14.96,42.66,12.27,2
14.4,11.86,13.25,16.83,9.31,21.43,7.83,9.87,13.49,42.94,12.67,1
12.98,7.98,13.79,12.59,6.48,17.59,6.08,10.51,13.6,39.79,10.7,2
11.39,7.67,18.11,11.95,7.03,17.08,5.0,16.78,15.15,41.05,11.04,4
14.4,11.9,13.2,16.76,9.27,21.43,7.83,9.79,13.43,42.38,12.37,1
11.17,6.91,16.3,10.32,6.48,16.31,4.84,16.64,14.63,39.79,10.57,4
11.94,7.67,18.75,12.44,7.11,15.91,4.88,18.45,15.56,41.58,11.08,4
13.5,8.04,14.71,12.44,6.83,17.37,6.4,11.59,14.57,42.66,12.08,2
11.85,7.19,16.44,10.65,6.75,16.72,5.06,16.5,15.02,38.12,11.17,4
14.17,11.09,13.52,16.19,8.57,20.77,7.59,9.91,13.49,44.07,12.72,1
13.45,7.82,15.01,12.19,6.81,17.01,6.3,11.97,14.63,41.84,12.08,2
11.39,6.88,16.44,10.32,6.4,16.31,4.8,14.75,14.63,38.36,10.37,4
11.35,7.64,18.04,11.9,7.03,17.08,5.0,17.07,15.09,40.04,11.17,4
12.08,6.94,17.51,9.89,6.75,14.77,5.32,16.5,15.84,43.5,11.26,3
11.17,6.94,16.3,10.37,6.48,16.38,4.86,16.64,14.7,39.79,10.87,4
12.77,7.11,16.58,10.41,6.61,14.77,5.63,14.39,15.22,43.5,12.08,2
13.89,8.6,14.77,13.21,7.14,18.2,6.72,11.28,14.38,40.54,12.18,2
11.94,7.49,16.79,10.91,7.06,17.22,5.3,16.02,15.35,41.84,11.3,4
11.99,7.08,16.93,10.05,6.72,15.58,5.19,15.5,15.56,41.05,11.08,4
11.89,7.22,16.24,10.37,6.75,16.38,5.13,15.5,15.22,41.32,11.04,4
11.66,7.49,18.51,12.14,6.92,15.78,4.74,18.53,15.29,41.05,10.95,4
11.53,7.85,18.51,12.34,7.17,16.86,4.96,17.74,15.29,41.05,11.48,4
11.85,7.31,16.44,10.65,6.86,16.79,5.19,15.37,15.15,41.05,11.08,4
11.44,7.55,17.81,11.58,6.97,17.15,5.04,16.16,15.09,40.8,11.08,4
12.42,6.94,17.14,10.05,6.64,14.42,5.45,15.06,15.42,44.07,11.99,3
12.32,7.16,16.93,10.24,6.86,15.91,5.28,15.56,15.49,41.84,11.48,4
11.57,8.04,18.35,12.64,7.14,15.08,4.86,18.94,15.42,41.58,11.39,4
11.94,6.99,17.21,9.85,6.67,15.08,5.21,15.56,15.56,41.84,11.08,4
12.08,6.97,16.58,10.08,6.7,15.78,5.13,15.31,15.29,41.32,10.99,4
11.99,7.7,18.67,12.59,7.14,15.58,4.88,18.94,15.56,41.05,11.3,4
11.71,7.49,17.07,11.17,6.94,17.22,5.15,15.5,15.09,41.32,11.43,4
15.06,16.03,10.5,18.44,12.3,24.3,10.34,9.38,16.42,43.78,12.57,1
13.03,7.37,15.71,11.08,6.61,15.91,5.91,13.06,14.96,42.38,11.94,2
15.0,15.01,11.86,18.44,11.55,23.51,9.45,9.27,13.26,42.66,12.37,1
13.13,7.49,15.39,11.44,6.61,16.31,6.01,12.45,14.89,42.66,11.48,2
14.87,16.03,10.42,18.44,12.3,24.18,10.47,8.92,16.34,42.66,12.08,1
12.47,7.14,16.44,10.37,6.81,16.17,5.19,15.76,15.29,40.8,11.48,4
11.35,7.7,18.04,12.29,7.17,16.31,4.92,17.22,15.02,37.67,11.34,4
15.06,15.71,11.22,18.52,12.01,24.07,10.06,9.24,15.35,42.38,12.87,1
14.4,11.45,13.41,16.47,8.88,21.05,7.68,9.95,13.43,42.94,12.37,1
11.85,7.34,16.44,10.61,6.89,16.72,5.21,15.25,15.29,42.11,11.17,4
12.08,6.88,17.43,9.81,6.67,14.47,5.3,15.89,15.7,42.11,11.8,3
12.77,9.05,12.83,14.11,6.97,18.44,6.28,9.42,12.77,40.8,11.34,2
11.35,7.73,18.04,12.34,7.17,16.31,4.92,17.14,14.89,39.3,11.3,4
12.04,6.97,17.43,9.89,6.75,14.89,5.26,16.23,15.7,42.38,11.3,4
11.44,7.7,18.35,12.39,7.14,16.11,4.9,17.82,15.29,39.06,11.26,4
14.28,9.86,13.9,15.2,7.86,19.86,7.18,10.14,13.84,43.22,12.32,2
13.5,7.92,15.01,12.29,6.83,17.08,6.35,11.87,14.63,42.38,12.42,2
11.53,7.73,18.27,11.95,7.06,17.15,4.96,17.0,15.35,40.04,11.26,4
14.11,9.37,14.07,14.16,7.49,19.69,6.93,10.43,13.96,41.05,12.23,2
11.99,7.64,18.51,12.54,7.09,15.33,4.86,18.85,15.49,41.58,11.12,4
11.99,7.58,18.59,12.49,7.09,15.58,4.86,18.77,15.49,40.8,10.78,4
10.95,7.25,17.88,11.35,6.61,16.51,4.62,16.5,14.96,40.8,10.61,4
11.71,6.77,16.37,9.77,6.4,15.45,4.88,16.78,15.02,39.06,10.41,4
11.35,7.61,18.27,11.9,6.94,16.86,4.82,17.36,15.15,39.06,11.12,4
12.37,7.16,16.79,10.2,6.86,15.84,5.26,15.63,15.56,41.32,11.12,4
12.42,6.91,17.29,10.05,6.67,14.3,5.45,15.44,15.49,43.5,11.52,3
11.99,7.7,18.59,12.59,7.11,15.45,4.88,18.94,15.49,41.58,11.34,4
11.48,7.73,18.43,12.14,7.09,16.86,4.92,17.36,15.29,41.84,11.12,4
15.18,15.84,11.44,18.69,11.96,24.07,10.02,9.31,15.49,43.22,13.13,1
11.44,7.55,17.66,11.49,6.97,17.22,5.11,15.83,15.09,41.05,10.95,4
12.08,6.97,16.51,10.05,6.61,15.71,5.06,17.44,15.22,40.54,11.12,4
11.57,7.22,17.21,11.04,6.7,16.93,4.94,15.63,14.83,39.79,10.61,4
11.94,8.04,18.51,12.59,7.11,15.08,4.86,18.85,15.42,41.58,11.12,4
11.35,6.47,16.79,9.29,6.22,14.3,4.9,15.63,15.09,39.3,10.99,4
11.8,7.55,18.43,12.39,7.0,15.33,4.78,18.77,15.35,40.8,11.39,4
11.39,7.55,17.73,11.53,6.94,17.15,5.06,16.02,15.09,41.58,10.95,4
11.89,7.37,16.65,10.82,6.94,17.01,5.21,15.63,15.29,42.11,11.04,4
14.87,12.89,12.99,17.27,9.83,22.54,8.14,9.6,13.32,43.22,12.57,1
13.89,9.82,13.63,15.01,7.68,19.51,6.9,9.99,13.54,42.38,12.27,2
12.04,6.8,17.43,9.77,6.61,14.42,5.28,15.83,15.63,42.66,11.85,3
12.32,7.16,16.72,10.24,6.86,15.97,5.26,15.44,15.49,42.38,11.39,4
11.35,7.55,17.88,11.62,7.0,17.15,5.04,16.23,15.09,40.54,11.12,4
13.29,7.52,15.58,11.22,6.64,16.04,5.96,12.75,14.96,41.84,12.27,2
12.57,7.05,17.29,10.16,6.64,14.65,5.54,15.44,15.35,43.5,12.13,2
11.94,7.61,18.59,12.59,7.14,15.65,4.9,18.77,15.56,42.11,11.34,4
12.28,8.04,18.43,12.64,7.14,15.08,4.86,19.02,15.35,41.58,11.34,4
12.08,6.88,17.43,9.81,6.67,14.65,5.3,15.83,15.77,43.78,11.43,3
12.08,6.88,17.51,9.81,6.67,14.59,5.28,16.16,15.84,42.94,11.99,3
11.3,7.58,18.19,12.0,6.92,16.65,4.8,17.22,15.15,40.8,10.65,4
12.08,6.94,17.51,9.89,6.75,14.77,5.3,16.36,15.84,42.38,11.39,3
11.66,7.73,18.67,12.24,7.14,16.72,4.92,17.74,15.35,39.79,11.43,4
13.5,7.85,15.01,12.19,6.78,17.01,6.28,11.97,14.63,42.66,12.13,2
11.48,7.76,18.11,12.49,7.2,15.78,4.92,17.59,15.09,40.04,11.04,4
14.94,14.65,12.24,18.28,11.15,23.18,9.12,9.31,13.26,44.96,12.98,1
12.32,7.16,16.79,10.2,6.86,15.84,5.26,15.63,15.56,42.38,11.26,4
13.72,8.33,14.83,12.9,7.0,17.97,6.58,11.46,14.51,42.66,12.18,2
12.08,6.91,17.51,9.85,6.7,14.59,5.3,15.96,15.77,47.81,11.57,3
11.89,7.98,18.43,12.49,7.06,15.02,4.8,18.85,15.35,41.84,10.65,4
13.5,7.82,15.08,12.14,6.78,17.01,6.3,12.16,14.76,42.66,12.08,2
12.13,7.05,17.43,9.97,6.81,15.02,5.32,16.16,15.91,44.07,11.17,4
12.08,6.94,17.51,9.85,6.7,14.65,5.3,15.96,15.77,43.22,11.52,3
11.04,7.28,17.96,11.53,6.7,16.44,4.64,17.14,14.96,40.04,10.21,4
11.89,8.07,18.51,12.59,7.11,15.2,4.86,18.94,15.42,41.58,11.43,4
11.48,7.85,18.51,12.39,7.14,17.01,4.94,17.67,15.35,41.32,10.57,4
15.06,15.26,11.76,18.52,11.68,23.62,9.6,9.16,13.26,47.15,12.67,1
11.35,7.73,18.43,12.19,7.09,16.72,4.86,17.36,15.22,40.29,11.39,4
12.18,7.05,16.51,10.08,6.7,15.84,5.13,15.83,15.29,40.8,10.87,4
10.78,5.79,16.44,8.56,5.6,12.98,4.56,14.75,14.76,39.06,10.7,3
11.99,7.76,18.75,12.54,7.2,15.91,4.92,18.37,15.63,41.84,11.57,4
11.39,6.58,16.37,9.36,6.22,14.53,4.84,15.0,14.96,40.04,10.61,4
11.26,7.43,17.96,11.58,6.78,16.65,4.76,16.93,15.02,39.79,11.08,4
14.81,13.74,12.68,17.8,10.47,23.18,8.53,9.53,13.32,43.22,11.94,1
11.04,7.31,17.96,11.53,6.67,16.51,4.64,17.0,14.96,40.54,10.57,4
12.28,7.14,17.51,10.08,6.92,15.14,5.39,16.36,15.91,42.94,11.75,4
11.35,7.55,17.96,11.62,6.97,17.15,5.02,16.5,15.09,40.54,10.87,4
14.23,9.86,13.96,14.89,7.68,20.13,7.18,10.22,13.9,42.94,12.03,2
11.44,7.82,18.51,12.29,7.2,16.86,4.94,17.14,15.29,41.58,11.12,4
14.11,9.26,14.13,14.52,7.46,19.6,6.9,10.93,14.08,43.22,12.42,2
11.99,7.64,18.59,12.54,7.11,15.52,4.88,19.1,15.56,41.58,11.17,4
11.48,7.19,17.21,11.04,6.67,16.93,4.94,15.44,14.76,39.79,10.91,4
13.24,7.58,15.39,11.53,6.67,16.58,6.08,12.3,14.96,41.05,11.3,2
11.48,7.7,18.11,11.9,7.03,17.08,4.94,17.0,15.22,41.05,11.39,4
12.28,7.4,13.25,12.05,6.02,16.86,5.66,10.06,13.26,37.44,10.91,2
12.72,7.05,16.93,10.32,6.61,14.65,5.61,14.69,15.22,43.22,11.85,2
12.47,6.91,17.36,10.01,6.64,14.24,5.43,15.56,15.56,43.5,12.03,3
11.85,7.52,18.67,12.49,7.09,15.71,4.86,18.45,15.56,41.84,11.34,4
12.23,6.88,17.88,9.85,6.67,14.36,5.36,16.09,15.91,43.22,11.8,3
11.8,7.08,17.0,10.82,6.56,16.65,4.86,15.18,14.7,38.36,11.08,4
14.4,11.67,13.36,16.54,8.95,21.14,7.65,9.79,13.49,43.22,11.89,1
11.99,7.64,18.59,12.54,7.09,15.39,4.84,18.94,15.49,41.05,11.08,4
12.13,6.91,17.51,9.85,6.67,14.59,5.28,16.16,15.77,42.66,11.62,3
10.87,5.86,16.58,8.62,5.67,12.98,4.58,14.87,14.76,39.3,10.95,3
10.7,6.66,17.66,11.26,6.17,14.71,4.22,17.44,14.63,37.44,10.05,4
11.94,7.55,18.59,12.54,7.11,15.65,4.86,18.61,15.56,45.57,10.87,4
12.18,8.01,18.43,12.59,7.14,15.08,4.84,18.94,15.35,41.05,11.34,4
12.23,6.94,17.96,9.93,6.72,14.47,5.39,16.43,15.84,42.66,11.99,3
11.89,7.61,18.75,12.44,7.09,15.78,4.84,18.21,15.49,41.32,11.3,4
14.94,15.84,10.54,18.36,12.2,23.96,10.38,8.99,18.69,41.84,12.67,1
11.75,7.76,18.19,12.44,7.2,15.84,4.94,17.74,15.15,39.55,10.87,4
13.34,7.67,15.2,11.81,6.72,16.65,6.13,12.06,14.83,41.05,12.27,2
12.72,7.14,16.37,10.49,6.59,14.89,5.66,14.05,15.15,42.66,11.94,2
11.94,8.01,18.51,12.59,7.11,15.08,4.84,19.1,15.35,42.11,11.34,4
11.39,7.64,18.04,11.81,7.06,17.22,5.06,16.71,15.09,41.05,10.99,4
12.28,7.16,16.44,10.32,6.81,16.17,5.17,15.89,15.29,41.32,11.39,4
11.99,7.02,16.93,9.97,6.72,15.39,5.17,15.37,15.35,41.84,11.48,4
12.32,7.16,16.72,10.2,6.86,15.84,5.26,15.63,15.56,42.11,11.08,4
11.44,7.58,17.73,11.53,6.97,17.22,5.09,16.02,15.15,40.8,10.82,4
14.4,11.95,13.2,16.9,9.38,21.53,7.83,9.79,13.43,42.66,12.27,1
14.87,15.2,11.53,18.2,11.5,23.4,9.48,8.99,14.2,42.38,12.03,1
12.32,6.97,17.88,9.97,6.78,14.53,5.43,16.78,15.91,41.58,12.18,3
11.39,7.73,18.11,12.34,7.17,16.31,4.94,17.36,15.02,40.04,11.26,4
15.0,15.01,11.9,18.44,11.5,23.51,9.45,9.13,13.26,42.11,11.89,1
11.8,7.34,16.65,10.82,6.92,17.01,5.19,15.25,15.22,41.05,10.74,4
14.75,13.25,12.83,17.65,10.23,22.23,8.33,9.57,13.32,42.66,12.87,1
11.94,7.64,18.67,12.54,7.09,15.45,4.86,19.02,15.49,41.32,10.87,4
12.77,7.11,16.65,10.45,6.64,14.77,5.66,14.51,15.29,43.5,12.03,2
11.48,7.52,17.66,11.44,6.94,17.15,5.06,16.02,15.02,41.58,11.08,4
11.35,7.58,17.88,11.67,7.0,17.15,5.0,16.43,15.09,41.05,11.39,4
11.57,7.79,18.43,12.1,7.14,17.3,4.98,17.36,15.42,42.94,11.39,4
15.06,15.64,11.31,18.52,12.01,24.07,10.02,9.31,15.49,42.94,12.67,1
13.4,7.73,15.08,11.95,6.72,16.79,6.25,11.87,14.76,44.07,12.08,2
12.18,7.28,13.14,11.86,5.87,16.65,5.54,9.99,13.04,37.9,10.7,2
10.95,7.22,17.73,11.67,6.43,14.24,4.33,18.13,14.7,38.59,10.09,4
11.8,7.95,18.27,12.49,7.0,14.89,4.76,18.77,15.29,41.58,11.12,4
11.39,7.79,18.51,12.29,7.14,16.86,4.92,17.29,15.29,41.32,11.3,4
11.44,7.58,17.88,11.72,7.0,17.15,5.04,16.64,15.09,42.38,11.3,4
15.0,15.51,11.44,18.44,11.82,23.73,9.79,8.95,15.29,42.38,11.99,1
14.87,16.1,10.3,18.44,12.45,24.42,10.55,8.95,16.95,41.84,12.23,1
11.48,7.25,16.79,10.91,6.83,16.86,4.98,14.87,14.76,40.04,10.99,4
11.75,7.49,18.51,12.39,7.0,15.58,4.78,18.29,15.42,40.54,11.08,4
11.39,6.09,14.89,9.32,5.55,13.96,4.96,12.5,14.14,38.83,10.87,2
11.3,7.31,18.19,11.95,6.78,15.39,4.62,17.59,15.15,38.83,10.74,4
11.48,7.58,17.81,11.62,7.0,17.22,5.09,16.16,15.15,42.11,11.39,4
12.32,7.25,17.58,10.2,7.0,15.45,5.43,15.76,15.91,42.94,11.43,4
14.58,11.63,13.41,16.54,9.06,21.14,7.71,9.79,13.49,43.78,11.94,1
11.48,7.7,18.35,11.95,7.03,17.08,4.92,17.29,15.29,40.04,11.43,4
11.89,7.58,18.67,12.44,7.09,15.65,4.84,18.61,15.49,40.54,10.91,4
12.72,7.11,16.37,10.49,6.56,14.89,5.68,14.16,15.15,42.94,12.23,2
14.06,9.52,14.13,14.4,7.49,20.04,6.93,10.26,13.9,42.94,12.27,2
12.87,7.22,16.58,10.49,6.64,14.83,5.66,14.39,15.22,41.58,11.71,2
11.3,7.55,18.19,11.76,6.89,16.86,4.82,17.14,15.15,42.11,11.3,4
14.34,11.9,13.09,16.83,9.31,21.43,7.8,9.79,13.37,42.66,12.47,1
11.8,7.37,16.72,10.87,6.94,17.08,5.19,15.25,15.29,41.32,10.65,4
11.44,7.49,17.66,11.44,6.92,17.15,5.06,16.23,15.09,41.58,11.12,4
11.62,7.85,18.51,12.39,7.2,16.93,4.96,17.51,15.35,41.05,11.66,4
14.94,15.07,12.0,18.28,11.37,23.29,9.3,9.2,13.26,43.22,12.72,1
11.44,7.76,18.27,12.0,7.11,17.15,5.02,17.0,15.22,42.38,10.57,4
11.53,7.49,17.66,11.44,6.94,17.22,5.11,15.83,15.09,41.84,11.04,4
12.23,6.91,17.58,9.85,6.64,14.36,5.36,16.09,15.91,42.94,11.3,3
11.39,7.58,17.96,11.72,7.03,17.15,5.04,16.36,15.09,41.58,10.99,4
14.11,9.19,14.18,14.46,7.43,19.43,6.9,10.47,14.14,42.94,12.13,2
11.99,7.61,18.67,12.49,7.09,15.39,4.84,18.85,15.49,41.58,11.12,4
11.57,6.61,16.3,9.62,6.32,15.14,4.86,15.96,14.83,40.04,10.78,4
12.18,7.22,16.44,10.37,6.81,16.31,5.19,15.83,15.29,40.8,11.39,4
11.57,7.7,18.75,12.44,7.14,15.97,4.9,18.85,15.56,41.58,11.26,4
11.66,6.97,16.72,10.7,6.43,16.44,4.78,15.12,14.63,38.59,11.08,4
12.08,7.28,16.37,10.49,6.83,16.58,5.19,15.18,15.22,41.05,10.95,4
12.47,6.97,17.51,9.97,6.7,14.36,5.43,15.83,15.63,44.07,12.18,3
13.78,8.67,14.47,13.49,7.11,18.68,6.74,10.89,14.2,41.84,12.18,2
11.53,7.7,18.19,11.9,7.03,17.15,4.96,16.93,15.22,38.83,11.12,4
11.94,7.7,18.75,12.54,7.14,15.91,4.9,18.69,15.56,41.84,11.57,4
11.85,7.37,16.72,10.87,6.97,17.08,5.21,15.31,15.29,42.11,11.04,4
12.18,7.08,16.65,10.16,6.72,15.91,5.13,17.22,15.29,41.32,11.17,4
11.89,7.58,18.67,12.49,7.11,15.65,4.86,18.45,15.49,40.04,11.3,4
11.44,6.97,16.17,10.24,6.53,16.31,4.94,15.56,14.83,39.79,10.91,4
12.08,6.94,17.51,9.89,6.72,14.77,5.3,15.89,15.84,44.07,11.43,3
12.04,7.46,17.14,11.17,6.94,17.22,5.11,15.31,15.02,40.8,10.33,4
11.62,7.28,18.35,12.14,6.83,15.2,4.68,18.53,15.22,40.04,10.99,4
14.06,9.01,14.18,14.16,7.32,19.34,6.82,10.59,14.26,42.66,12.23,2
11.04,7.31,17.88,11.53,6.7,16.51,4.66,16.86,14.96,39.79,10.53,4
11.35,7.58,18.04,11.67,7.03,17.15,5.06,16.36,15.15,40.8,11.08,4
12.98,7.34,15.77,11.04,6.61,15.91,5.91,12.96,14.96,42.38,11.94,2
11.3,7.61,18.04,11.86,6.97,17.01,4.96,16.57,15.09,44.37,10.87,4
11.94,8.01,18.43,12.54,7.09,15.02,4.82,18.94,15.35,44.66,11.34,4
12.47,7.49,17.29,11.3,6.92,17.22,5.13,15.44,15.09,40.8,10.95,4
11.21,7.82,18.51,12.34,7.14,16.79,4.92,17.67,15.29,41.32,10.99,4
11.62,7.73,18.27,12.39,7.14,15.91,4.9,17.82,15.15,40.29,11.08,4
14.58,13.41,12.88,17.57,10.15,22.13,8.2,9.57,13.32,44.37,12.72,1
12.42,6.94,17.36,10.05,6.64,14.42,5.48,15.37,15.49,42.94,11.94,3
11.71,7.46,17.07,11.13,6.92,17.22,5.15,15.31,15.15,41.32,10.45,4
11.39,7.52,17.66,11.44,6.94,17.15,5.06,16.02,15.02,40.8,11.17,4
13.78,9.9,13.79,15.14,7.74,19.77,6.9,10.59,13.66,42.38,12.32,2
11.26,6.97,16.44,10.45,6.56,16.38,4.9,16.86,14.76,39.3,11.34,4
15.0,14.89,12.19,18.36,11.32,23.29,9.26,9.2,13.26,44.07,12.98,1
11.99,8.07,18.51,12.64,7.11,15.14,4.86,19.02,15.42,41.58,11.3,4
12.08,6.97,17.51,9.89,6.75,14.77,5.32,15.96,15.84,42.38,11.48,3
11.3,6.09,16.1,9.0,5.67,13.19,4.76,14.45,14.38,40.04,10.99,3
13.03,7.49,15.58,11.13,6.61,16.04,5.94,13.11,14.89,42.66,12.13,2
14.23,11.72,13.25,16.61,9.06,21.24,7.74,10.06,13.37,42.11,12.57,1
12.77,7.16,16.72,10.24,6.86,15.91,5.26,17.14,15.49,42.11,11.3,4
11.17,6.06,15.9,8.86,5.6,13.25,4.74,14.16,14.32,39.06,10.91,3
11.39,7.7,18.04,12.34,7.11,15.71,4.88,17.36,15.02,39.79,10.99,4
13.56,11.09,12.63,15.78,8.54,20.13,7.15,9.27,12.72,44.37,11.04,1
