MQ135,MQ136,MQ137,MQ138,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Label
13.78,8.67,14.47,13.38,7.11,18.36,6.74,10.93,14.2,43.5,12.52,2
14.94,15.14,11.63,18.36,11.59,23.73,9.45,9.09,13.15,43.5,12.27,1
11.75,7.25,16.86,10.87,6.72,16.86,5.0,15.12,14.89,45.57,11.12,4
10.45,6.74,17.81,11.22,6.22,14.65,4.24,17.82,14.63,38.36,10.17,4
12.28,6.91,17.58,9.89,6.67,14.36,5.36,16.02,15.7,41.84,11.99,3
13.83,9.63,13.57,14.76,7.52,19.34,6.85,9.95,13.54,40.29,11.04,2
11.85,7.52,18.59,12.44,7.06,15.65,4.84,18.45,15.42,41.32,11.17,4
11.99,8.11,18.43,12.74,7.17,15.08,4.86,18.85,15.42,42.11,11.08,4
12.08,6.88,17.51,9.81,6.67,14.53,5.28,15.96,15.77,42.66,11.17,3
12.08,6.88,17.51,9.81,6.7,14.53,5.3,15.89,15.77,42.38,11.8,3
11.21,6.91,16.37,10.32,6.45,16.38,4.84,16.71,14.63,39.06,10.74,4
11.48,7.61,17.73,11.62,7.0,17.22,5.11,16.02,15.15,41.05,11.62,4
12.72,7.14,16.24,10.49,6.59,14.95,5.66,13.99,15.15,43.22,12.18,2
11.94,6.97,17.21,9.89,6.7,15.08,5.21,15.63,15.56,42.11,10.99,4
11.71,7.02,17.0,10.78,6.51,16.58,4.82,15.25,14.7,39.06,11.48,4
11.85,7.98,18.43,12.44,7.03,15.39,4.8,18.94,15.35,40.8,11.12,4
14.75,13.52,12.68,17.73,10.39,22.64,8.43,9.83,13.26,45.57,12.42,1
11.26,7.61,18.04,11.76,6.97,16.86,4.9,16.78,15.09,40.8,10.87,4
11.44,7.76,18.51,12.24,7.11,16.79,4.92,19.79,15.29,38.59,10.95,4
11.99,7.46,17.07,11.08,6.89,17.15,5.13,15.25,15.09,41.32,11.39,4
11.44,7.7,18.19,12.0,7.06,17.08,5.0,16.78,15.15,41.05,11.3,4
11.66,7.73,18.51,12.39,7.14,16.65,4.92,17.59,15.29,41.32,10.91,4
11.53,7.73,18.51,12.29,7.14,16.79,4.9,17.67,15.29,40.29,11.08,4
11.44,7.58,17.81,11.58,7.0,16.72,5.09,16.5,15.09,41.84,10.99,4
12.62,7.02,17.0,10.16,6.61,14.65,5.52,14.75,15.22,42.66,12.23,2
15.06,15.26,11.76,18.52,11.73,23.62,9.56,9.16,13.32,43.22,12.62,1
12.04,6.8,17.51,9.77,6.61,14.42,5.28,15.83,15.7,42.66,11.99,3
11.3,7.7,18.04,12.29,7.14,16.11,4.9,17.51,14.96,39.06,11.34,4
11.04,7.28,17.81,11.39,6.61,16.51,4.64,16.5,14.89,39.06,10.74,4
12.08,7.11,16.93,10.05,6.78,15.52,5.21,15.5,15.49,42.11,10.95,4
12.13,7.02,16.58,10.08,6.7,15.78,5.13,15.89,15.29,39.06,10.91,4
11.04,7.28,17.96,11.53,6.7,16.51,4.66,16.78,14.96,40.54,10.53,4
11.57,7.49,17.66,11.49,6.92,17.15,5.06,15.96,15.02,41.05,11.21,4
12.62,6.88,17.51,9.89,6.61,14.07,5.39,15.89,15.63,42.94,11.89,3
13.5,7.95,14.89,12.39,6.83,17.22,6.35,11.87,14.57,43.5,12.03,2
12.32,7.16,16.79,10.24,6.86,15.91,5.28,15.5,15.49,41.58,11.62,4
11.39,7.55,17.73,11.49,6.94,17.15,5.09,16.09,15.09,42.66,11.17,4
11.39,7.67,18.19,11.86,7.0,17.15,4.92,16.93,15.15,40.8,11.04,4
11.21,6.91,16.37,10.37,6.48,16.38,4.84,16.71,14.7,40.04,10.7,4
12.72,7.11,16.1,10.57,6.56,15.14,5.7,13.82,15.15,42.11,11.99,2
11.99,7.67,18.59,12.54,7.11,15.45,4.88,18.85,15.49,41.84,11.04,4
11.48,7.79,18.51,12.29,7.14,16.86,4.92,17.59,15.56,40.54,11.12,4
11.39,7.52,17.66,11.44,6.94,17.15,5.09,15.96,15.02,40.54,10.99,4
11.85,7.52,18.59,12.44,7.06,15.65,4.82,18.37,15.42,42.38,11.08,4
11.48,7.05,16.37,10.49,6.61,16.58,4.96,16.64,14.89,40.04,11.08,4
11.35,7.64,17.96,11.86,7.0,17.01,4.98,16.5,15.02,38.12,11.52,4
13.34,7.64,15.32,11.72,6.72,16.58,6.15,12.25,14.83,42.94,12.37,2
11.48,7.73,18.19,12.0,7.09,17.15,5.02,16.86,15.22,39.3,11.57,4
12.87,6.97,17.36,10.05,6.7,14.24,5.48,15.69,15.63,41.05,12.08,3
14.11,9.19,14.18,14.46,7.43,19.51,6.9,10.51,14.2,42.38,12.08,2
11.94,7.08,17.0,9.93,6.72,15.26,5.15,15.56,15.42,41.32,11.34,4
11.99,7.49,16.79,10.95,7.06,17.22,5.28,16.3,15.35,42.11,11.34,4
11.71,7.67,18.67,12.39,7.11,15.97,4.86,18.13,15.49,42.38,11.04,4
13.78,8.84,14.42,13.6,7.17,18.68,6.74,10.76,14.14,41.84,11.99,2
13.78,8.67,14.59,13.32,7.11,18.2,6.72,11.15,14.38,41.05,12.18,2
11.44,7.58,17.81,11.58,6.97,17.15,5.06,15.89,15.15,41.05,11.04,4
11.39,7.7,18.51,12.24,7.09,16.86,4.88,17.59,15.29,40.29,10.65,4
11.85,7.58,18.67,12.44,7.06,15.71,4.84,18.53,15.42,41.32,11.43,4
11.35,7.61,17.96,11.67,7.03,17.22,5.04,16.16,15.15,41.58,10.91,4
12.13,7.31,16.3,10.49,6.86,16.58,5.19,15.31,15.22,41.32,11.75,4
14.81,13.46,12.73,17.73,10.35,22.54,8.43,9.53,13.32,43.22,12.87,1
12.52,6.97,17.43,10.08,6.7,14.3,5.5,15.89,15.56,44.96,11.99,3
12.08,6.88,17.51,9.81,6.67,14.53,5.3,15.96,15.56,41.58,11.89,3
13.89,8.53,14.71,13.21,7.11,18.68,6.69,11.37,14.44,41.84,12.03,2
11.85,7.49,18.67,12.49,7.09,15.65,4.84,18.45,15.49,41.05,11.12,4
12.08,7.22,16.17,10.28,6.7,16.24,5.09,15.69,15.15,39.55,10.82,4
14.87,16.23,10.22,18.36,12.59,25.13,10.81,8.85,16.87,41.84,12.18,1
12.67,6.91,17.51,9.97,6.67,14.13,5.41,15.89,15.63,42.11,11.99,3
14.28,11.09,13.46,16.19,8.64,20.86,7.53,9.87,13.49,42.94,12.67,1
11.26,7.52,17.96,12.1,6.97,15.78,4.78,17.36,14.96,38.12,10.74,4
12.37,7.19,16.44,10.37,6.81,16.17,5.19,15.89,15.29,41.58,11.48,4
11.62,7.73,18.27,12.39,7.17,15.97,4.9,17.67,15.22,39.3,10.95,4
12.62,7.02,16.93,10.2,6.59,14.65,5.54,14.81,15.22,42.94,12.23,2
12.28,6.88,17.51,9.89,6.64,14.36,5.36,15.96,15.98,41.84,11.48,3
13.34,7.67,15.32,11.76,6.75,16.65,6.18,12.21,14.83,42.94,12.27,2
11.75,6.77,16.37,9.85,6.4,15.45,4.92,15.37,15.02,40.29,10.78,4
12.42,7.14,16.51,10.32,6.81,16.11,5.19,15.83,15.29,42.38,11.26,4
11.48,7.7,18.19,11.9,7.03,17.15,4.94,17.0,15.29,41.05,11.48,4
12.57,7.02,17.51,10.12,6.75,14.42,5.52,15.5,15.63,43.78,11.75,3
11.35,7.58,18.35,12.29,7.03,16.11,4.84,17.74,15.22,40.29,10.95,4
14.87,16.3,9.67,18.77,12.95,25.25,10.85,9.09,18.6,42.11,11.99,1
11.53,7.73,18.19,11.95,7.09,17.15,4.96,17.14,15.29,41.32,10.95,4
11.48,7.79,18.51,12.29,7.14,16.86,4.92,17.29,15.29,40.8,10.74,4
11.48,7.61,17.81,11.62,7.0,17.22,5.09,16.09,15.15,42.11,10.99,4
11.44,7.67,18.04,11.9,7.06,17.15,5.04,16.5,15.15,38.83,10.95,4
11.8,7.34,16.44,10.61,6.89,16.79,5.21,15.31,15.29,41.58,11.34,4
11.44,7.76,18.19,12.0,7.09,17.15,5.02,16.86,15.22,41.58,11.04,4
11.57,6.69,17.0,9.51,6.43,14.59,5.0,15.31,15.29,40.54,11.08,4
12.18,7.22,16.44,10.41,6.81,16.31,5.19,15.76,15.29,41.84,11.34,4
11.85,7.58,18.67,12.49,7.09,15.97,4.84,18.37,15.49,40.54,10.99,4
11.53,7.79,18.35,12.19,7.14,16.93,4.94,19.53,15.29,40.8,11.52,4
11.99,7.7,18.75,12.49,7.14,15.91,4.88,19.19,15.56,41.58,11.21,4
11.39,6.88,16.37,10.32,6.43,16.31,4.8,14.75,14.63,38.59,11.12,4
11.94,7.7,18.75,12.44,7.14,15.84,4.88,18.53,15.56,42.38,11.21,4
13.83,9.75,13.52,14.95,7.62,19.43,6.9,9.87,13.49,42.66,12.13,2
14.94,15.2,11.67,18.36,11.59,23.51,9.52,9.2,13.26,43.22,12.77,1
11.71,7.31,17.29,11.17,6.78,17.08,4.98,15.5,14.89,40.54,10.78,4
11.3,7.58,18.27,11.9,6.94,16.79,4.82,17.29,15.15,40.04,11.21,4
11.44,7.64,17.96,11.9,7.06,17.15,5.04,16.5,15.09,40.54,10.87,4
14.28,11.95,13.09,16.61,9.17,21.05,7.65,9.75,13.21,41.84,11.75,1
11.75,7.92,18.51,12.64,7.09,15.14,4.8,18.85,15.35,41.58,11.21,4
11.85,7.31,16.37,10.49,6.86,16.58,5.17,15.37,15.29,41.84,11.8,4
12.08,6.97,17.51,9.89,6.72,14.71,5.3,16.16,15.77,42.66,11.43,3
14.4,11.9,13.3,16.83,9.24,22.13,7.8,9.75,13.43,43.78,12.03,1
15.18,16.1,11.18,18.77,12.3,24.42,10.26,9.38,15.56,43.78,13.18,1
11.89,7.61,18.83,12.44,7.09,15.91,4.84,18.29,15.49,41.32,11.12,4
11.89,7.67,18.51,12.54,7.11,15.45,4.86,18.85,15.49,41.05,11.3,4
11.48,7.73,18.27,12.1,7.09,16.79,4.9,19.79,15.22,41.05,10.99,4
11.04,7.4,17.73,11.9,6.86,15.45,4.7,17.14,14.76,38.59,10.91,4
11.8,7.55,18.67,12.44,7.06,15.52,4.84,18.37,15.49,41.32,11.08,4
11.35,7.58,17.88,11.67,7.0,17.15,5.04,16.23,15.09,40.8,11.21,4
12.04,7.37,16.72,10.82,6.92,17.01,5.19,15.25,15.22,41.58,10.53,4
14.11,9.34,14.18,14.64,7.49,19.69,6.96,10.43,14.02,42.11,12.18,2
14.4,11.9,13.2,16.68,9.2,22.13,7.77,9.72,13.43,42.94,11.89,1
12.28,6.88,17.43,9.89,6.64,14.3,5.36,15.83,15.98,42.38,11.75,3
14.94,16.44,10.06,18.61,12.7,24.53,10.94,8.95,16.87,43.22,12.92,1
12.08,6.88,17.43,9.81,6.67,14.53,5.28,16.09,15.77,42.66,11.8,3
11.89,8.04,18.43,12.69,7.14,15.08,4.88,18.94,15.42,42.11,11.43,4
11.48,7.58,17.88,11.67,7.0,17.22,5.09,16.23,15.09,41.58,11.21,4
13.5,8.14,14.77,12.59,6.83,17.44,6.46,11.5,14.51,41.84,11.94,2
12.42,6.91,17.21,10.05,6.64,14.36,5.48,15.18,15.42,43.5,12.03,3
11.71,7.76,18.11,12.44,7.2,15.78,4.94,17.59,15.02,39.79,11.04,4
11.39,6.91,16.44,10.32,6.43,16.31,4.8,14.63,14.63,38.83,11.04,4
14.87,16.23,9.67,18.77,12.9,25.25,10.94,9.02,13.37,42.38,12.23,1
14.94,14.65,12.29,18.2,11.1,23.07,9.05,9.49,13.26,42.66,12.57,1
12.08,6.91,17.58,9.81,6.7,14.53,5.3,16.02,15.77,40.04,11.85,3
14.17,9.67,14.01,14.46,7.58,20.22,7.01,10.14,13.9,42.66,12.67,2
14.23,10.88,13.52,16.12,8.47,20.58,7.47,9.83,13.49,42.94,11.8,1
12.42,6.91,17.43,9.97,6.64,14.18,5.43,15.5,15.49,44.37,12.08,3
12.32,7.19,16.79,10.28,6.89,15.97,5.3,17.22,15.49,41.05,11.52,4
11.85,7.49,18.67,12.49,7.09,15.71,4.84,18.53,15.56,42.66,11.3,4
11.85,7.92,18.43,12.49,7.06,15.2,4.82,18.77,15.35,39.06,11.21,4
14.17,9.37,14.3,14.64,7.55,19.86,6.99,10.97,14.2,43.5,12.42,2
11.53,6.97,16.51,10.45,6.48,16.44,4.86,14.81,14.76,39.55,10.57,4
11.85,7.52,18.59,12.44,7.03,15.65,4.82,18.37,15.49,41.05,10.95,4
11.53,7.76,18.43,12.19,7.11,16.86,4.94,19.71,15.22,40.29,11.39,4
11.39,6.88,16.44,10.32,6.43,16.38,4.8,14.75,14.63,39.06,10.87,4
14.52,12.43,13.2,17.12,9.61,21.53,7.89,9.57,13.26,41.58,12.27,1
11.39,7.55,17.66,11.49,6.97,17.15,5.09,16.23,15.02,41.05,10.95,4
12.04,7.49,17.14,11.22,6.92,17.22,5.13,15.18,15.02,41.05,11.39,4
14.23,9.79,13.9,15.14,7.8,19.86,7.1,10.14,13.84,41.05,12.18,2
11.0,7.16,17.43,11.13,6.61,16.58,4.78,15.76,14.76,39.55,10.7,4
11.89,7.58,18.67,12.54,7.14,15.71,4.88,18.77,15.63,41.84,11.34,4
13.03,7.14,16.37,10.49,6.61,14.89,5.68,14.22,15.15,42.11,11.48,2
11.39,7.61,17.96,11.76,7.0,17.15,5.04,16.3,15.09,40.29,11.08,4
11.71,7.43,17.14,11.13,6.89,17.22,5.11,15.31,15.02,40.8,11.43,4
13.5,8.04,14.83,12.39,6.83,17.3,6.35,11.64,14.51,41.05,11.94,2
15.06,16.1,10.83,18.52,12.2,24.07,10.26,9.06,15.7,42.11,12.37,1
11.39,7.61,18.04,11.86,6.94,16.93,4.88,16.86,15.15,42.66,11.43,4
12.04,7.02,17.0,10.01,6.81,15.45,5.21,15.44,15.49,41.32,11.08,4
11.48,7.55,17.66,11.49,6.94,17.22,5.11,16.02,15.09,41.32,10.91,4
14.34,11.54,13.52,16.61,9.17,21.33,7.65,10.14,13.54,42.38,12.18,1
12.72,7.08,17.29,10.24,6.7,14.77,5.57,15.06,15.35,42.94,11.94,2
15.0,15.01,11.86,18.36,11.46,23.51,9.41,9.13,13.26,42.94,12.42,1
10.7,7.02,17.36,11.39,6.14,13.79,4.16,17.74,14.51,38.59,10.33,4
12.04,7.79,18.83,12.59,7.23,16.04,4.94,18.37,15.63,40.29,11.21,4
11.85,7.55,18.59,12.44,7.06,15.52,4.84,18.37,15.49,41.58,10.99,4
11.39,7.67,18.19,11.9,7.03,17.08,4.94,16.86,15.15,40.29,11.08,4
12.72,7.08,15.97,10.57,6.51,15.26,5.7,13.6,15.02,41.84,12.13,2
14.87,14.65,12.09,18.2,11.1,23.07,9.08,9.16,13.21,43.78,12.82,1
11.66,7.25,16.86,10.91,6.7,16.86,4.98,15.18,14.83,40.8,10.87,4
12.42,7.4,17.29,10.41,7.06,16.04,5.43,15.69,15.77,43.78,11.48,4
11.89,7.52,18.59,12.49,7.06,15.71,4.84,18.61,15.56,41.32,11.04,4
11.62,7.73,18.59,12.1,7.11,16.79,4.9,17.67,15.35,40.8,10.95,4
11.62,7.7,18.59,12.54,7.09,15.91,4.84,18.77,15.56,42.11,11.34,4
11.89,7.61,18.67,12.54,7.11,15.58,4.88,18.37,15.56,39.79,11.08,4
12.13,6.91,17.51,9.85,6.7,14.65,5.3,16.02,15.77,42.94,11.3,3
12.52,6.91,17.36,10.01,6.64,14.24,5.43,15.56,15.49,43.78,11.94,3
14.87,14.47,12.29,18.12,11.02,23.51,8.98,9.38,13.26,43.5,12.72,1
12.37,7.37,17.29,10.41,7.03,16.04,5.43,15.76,15.77,42.94,11.43,4
11.89,7.64,18.75,12.44,7.09,15.78,4.84,20.89,15.42,42.66,11.43,4
14.94,16.17,9.71,18.61,12.8,25.13,10.89,8.99,13.26,42.38,12.03,1
13.29,7.64,15.32,11.67,6.72,16.72,6.11,12.3,14.89,43.22,11.57,2
12.04,6.91,17.43,9.81,6.64,14.59,5.28,16.02,15.77,42.94,11.48,3
11.99,7.05,17.29,9.93,6.72,15.14,5.23,15.56,15.56,42.38,11.48,4
12.67,7.05,17.0,10.28,6.67,14.65,5.59,14.75,15.22,42.11,12.27,2
11.44,7.28,18.04,12.1,6.75,14.95,4.62,18.45,15.15,38.59,10.82,4
11.57,6.63,17.0,9.43,6.38,14.59,4.98,15.31,15.29,42.38,10.82,4
11.94,7.61,18.67,12.49,7.11,15.65,4.88,18.37,15.49,40.04,11.39,4
11.94,8.17,18.51,12.54,7.09,15.39,4.84,18.77,15.49,41.58,11.26,4
13.94,8.74,14.36,13.54,7.14,18.68,6.77,10.97,14.2,42.11,12.13,2
12.42,6.94,17.43,10.01,6.67,14.24,5.45,15.56,15.56,43.22,11.99,3
14.17,9.52,13.96,14.34,7.55,20.04,6.99,10.39,13.9,43.78,12.42,2
11.57,7.49,17.66,11.49,6.94,17.15,5.09,15.96,15.09,41.58,10.87,4
11.35,7.49,17.96,12.14,7.0,15.78,4.78,17.36,14.96,40.54,11.04,4
14.94,14.13,12.53,18.04,10.76,22.75,8.73,9.42,13.32,43.22,12.37,1
11.35,7.52,18.19,11.67,6.89,16.86,4.86,16.64,15.15,40.29,10.82,4
11.53,7.7,18.19,11.9,7.03,17.15,4.96,16.78,15.22,42.38,10.91,4
14.28,9.71,14.01,15.01,7.74,19.95,7.13,10.22,13.84,42.38,12.18,2
14.28,10.67,13.63,15.92,8.31,20.49,7.38,9.99,13.6,41.84,12.42,2
11.94,7.02,16.93,9.97,6.72,15.45,5.19,15.44,15.42,40.04,11.08,4
12.82,7.14,16.58,10.45,6.64,14.77,5.68,14.45,15.29,44.07,12.32,2
11.53,7.67,18.75,12.44,7.11,15.97,4.88,18.77,15.56,42.11,11.26,4
14.4,11.18,13.52,16.33,8.74,20.86,7.59,9.83,13.49,42.38,12.62,1
11.3,6.11,15.97,8.93,5.67,13.35,4.8,14.22,14.44,38.36,10.78,3
11.35,7.7,18.04,12.34,7.17,16.24,4.92,17.29,15.02,39.55,10.65,4
12.04,6.94,17.43,9.89,6.75,14.77,5.3,17.89,15.84,43.78,11.12,3
12.04,6.94,16.3,9.97,6.59,15.65,5.04,15.56,15.22,41.32,10.95,4
12.32,7.43,13.25,11.95,5.97,16.79,5.63,10.03,13.09,40.04,10.87,2
11.17,7.43,17.96,11.58,6.78,16.79,4.74,17.0,15.02,40.8,10.91,4
11.39,7.64,17.96,11.86,7.03,17.15,5.02,16.57,15.09,40.29,10.74,4
13.5,7.88,15.01,12.24,6.75,17.08,6.33,11.78,14.63,41.32,11.89,2
11.39,7.61,17.96,11.72,7.0,17.15,5.02,16.3,15.09,41.84,10.95,4
11.48,7.14,16.51,10.61,6.7,16.72,5.02,16.93,14.96,40.29,10.57,4
11.44,7.7,18.43,12.44,7.14,16.24,4.92,17.82,15.29,41.58,11.12,4
11.53,7.7,18.11,12.34,7.17,16.38,4.92,17.14,14.96,38.59,10.87,4
11.62,7.55,18.35,12.19,7.03,16.04,4.82,17.74,15.22,40.04,10.99,4
13.34,7.67,15.45,11.67,6.75,16.79,6.15,12.25,14.89,43.5,12.32,2
13.24,7.46,15.64,11.13,6.61,15.97,5.96,12.96,14.89,43.22,11.99,2
12.04,7.11,16.93,10.08,6.78,15.65,5.23,15.56,15.56,39.06,10.41,4
10.62,6.85,17.43,11.17,6.27,15.45,4.31,16.71,14.44,37.67,9.89,4
12.18,7.08,17.51,10.01,6.83,15.02,5.36,16.3,15.91,45.26,11.52,4
10.41,6.77,17.21,11.04,5.94,13.57,4.04,17.59,14.44,36.78,9.97,4
11.44,7.76,18.43,12.14,7.11,16.86,4.92,19.62,15.29,41.58,10.82,4
11.39,7.82,18.51,12.29,7.17,16.86,4.94,17.36,15.29,41.05,11.04,4
12.98,7.22,15.77,10.87,6.56,15.71,5.82,13.11,15.02,40.8,12.18,2
11.48,7.61,17.96,12.19,7.03,15.65,4.82,17.44,14.96,39.3,11.04,4
12.08,7.02,17.66,9.93,6.78,14.89,5.32,16.23,15.84,42.38,11.43,3
11.39,7.52,17.88,12.1,6.97,15.84,4.84,17.59,14.89,39.06,11.08,4
12.32,7.52,17.36,11.35,6.94,17.3,5.15,15.56,15.15,41.84,11.39,4
11.94,7.64,18.75,12.49,7.11,15.78,4.86,21.77,15.49,41.58,11.17,4
12.18,7.22,16.44,10.41,6.83,16.38,5.19,15.76,15.29,41.84,11.3,4
11.99,7.02,17.21,9.89,6.72,15.14,5.21,15.63,15.56,42.94,11.62,4
10.37,6.72,17.21,10.65,6.07,15.65,4.26,16.02,14.38,35.93,10.05,4
14.87,13.79,12.63,17.88,10.59,22.64,8.6,9.42,13.32,42.66,12.18,1
11.48,7.73,18.43,12.1,7.09,16.86,4.9,17.29,15.22,39.06,10.74,4
11.21,7.85,18.43,12.34,7.2,16.93,4.98,19.88,15.35,40.8,11.52,4
14.23,9.86,13.85,15.2,7.86,19.95,7.15,10.1,13.78,42.94,12.57,2
15.0,16.1,10.75,18.52,12.15,23.96,10.26,9.02,15.63,41.58,12.18,1
12.52,7.19,16.44,10.37,6.81,16.17,5.19,15.83,15.29,41.05,11.57,4
12.04,8.01,18.59,12.69,7.14,15.2,4.88,19.02,15.49,41.58,11.34,4
12.13,7.11,16.65,10.2,6.78,15.91,5.19,15.89,15.42,43.78,11.34,4
11.35,7.64,18.04,11.9,7.06,17.15,5.02,16.57,15.09,40.04,11.75,4
11.94,7.61,18.59,12.49,7.06,15.45,4.84,18.94,15.49,41.84,11.08,4
13.56,8.11,14.77,12.49,6.86,17.44,6.38,11.59,14.57,42.11,12.08,2
12.08,6.94,17.43,9.85,6.7,14.65,5.3,16.02,15.77,42.94,11.39,3
11.66,7.67,18.75,12.39,7.09,15.91,4.86,18.69,15.49,38.83,11.26,4
11.62,7.7,18.59,12.64,7.14,15.58,4.9,18.94,15.56,42.11,11.34,4
11.99,7.64,18.59,12.54,7.11,15.39,4.86,18.85,15.49,40.54,11.21,4
11.44,7.67,18.11,11.95,7.06,17.08,5.0,16.71,15.15,41.84,10.95,4
11.71,7.76,18.59,12.54,7.2,16.11,4.94,18.05,15.42,40.04,11.08,4
11.8,7.73,18.43,12.49,7.17,16.04,4.92,17.74,15.29,41.05,11.12,4
13.78,8.37,14.83,12.95,7.03,17.97,6.64,11.5,14.57,43.5,12.42,2
11.53,7.82,18.67,12.29,7.14,16.93,4.94,17.51,15.29,41.05,10.99,4
11.35,7.55,18.04,11.72,6.89,16.86,4.84,16.93,15.15,40.54,10.78,4
12.47,7.52,17.29,11.3,6.94,17.3,5.15,15.56,15.09,40.29,10.57,4
11.39,7.52,17.73,11.49,6.94,17.15,5.09,16.09,15.02,42.11,11.08,4
12.13,6.88,17.81,9.89,6.72,14.53,5.39,15.83,15.84,44.07,12.03,3
12.13,6.99,17.66,9.93,6.78,14.83,5.34,16.02,15.84,43.22,11.48,3
12.28,6.88,17.51,9.85,6.64,14.3,5.36,15.89,15.91,43.22,11.52,3
12.08,6.83,17.51,9.77,6.64,14.47,5.28,15.89,15.7,41.05,11.62,3
11.17,6.91,16.37,10.32,6.48,16.38,4.84,16.64,14.7,39.55,10.78,4
11.3,7.52,17.88,11.62,6.94,17.08,5.0,16.23,15.02,41.05,10.91,4
12.32,7.34,17.21,10.37,7.03,15.97,5.41,15.63,15.7,42.66,11.3,4
11.75,7.76,18.51,12.49,7.2,16.11,4.94,17.97,15.49,41.32,11.21,4
12.72,7.11,16.17,10.57,6.56,15.08,5.7,13.76,15.15,44.37,12.03,2
10.78,7.46,17.29,11.22,6.92,17.3,5.13,15.5,15.09,41.05,11.21,4
11.53,6.58,16.72,9.4,6.27,14.47,4.92,15.18,15.22,40.8,10.09,4
14.28,9.82,13.96,14.89,7.68,20.13,7.07,10.34,13.9,42.94,12.13,2
11.94,8.11,18.51,12.59,7.09,15.65,4.86,19.19,15.49,41.58,11.26,4
12.37,7.16,16.79,10.2,6.83,15.78,5.26,15.69,15.49,42.94,11.48,4
11.85,7.31,16.37,10.57,6.86,16.65,5.19,15.06,15.29,41.58,11.21,4
13.5,7.92,14.89,12.34,6.81,17.08,6.35,11.82,14.63,42.38,11.8,2
11.8,7.4,16.72,10.95,6.97,17.08,5.21,17.0,15.22,41.05,11.26,4
11.85,7.34,16.37,10.53,6.86,16.65,5.19,15.37,15.29,41.58,11.3,4
11.94,8.04,18.51,12.59,7.14,15.08,4.86,19.1,15.42,41.58,11.48,4
11.44,7.76,18.19,12.0,7.09,17.15,5.02,16.86,15.22,41.58,11.21,4
12.57,7.02,17.36,10.12,6.64,14.65,5.54,15.44,15.35,43.78,11.85,2
12.72,7.08,15.9,10.61,6.56,15.39,5.73,13.44,15.09,43.22,12.23,2
12.77,7.14,17.21,10.24,6.75,14.83,5.59,15.06,15.35,40.54,12.13,2
12.72,7.11,16.44,10.41,6.56,14.95,5.68,14.63,15.15,42.94,11.99,2
12.23,7.11,17.73,10.08,6.89,15.02,5.41,16.23,15.98,42.66,11.89,3
11.48,6.88,16.44,10.32,6.4,16.38,4.8,14.69,14.63,39.06,10.01,4
11.39,7.7,18.19,11.86,7.03,17.37,4.94,16.71,15.22,45.88,10.78,4
11.8,7.4,17.36,11.3,6.86,17.22,5.06,15.5,14.96,40.54,11.04,4
11.89,7.49,17.21,11.22,6.92,17.3,5.15,15.31,15.09,41.32,11.21,4
12.32,7.49,17.21,11.26,6.92,17.3,5.13,15.5,15.09,41.05,11.04,4
13.45,7.82,15.01,12.19,6.78,17.01,6.33,11.97,14.63,42.11,11.94,2
11.39,7.49,17.88,12.05,6.97,15.71,4.78,17.29,14.83,37.22,10.78,4
11.44,7.55,17.88,11.62,7.0,17.15,5.04,16.43,15.09,42.38,10.91,4
11.99,6.77,17.36,9.73,6.59,14.42,5.28,15.83,15.63,42.38,11.71,3
14.23,11.09,13.41,16.19,8.61,20.77,7.53,9.83,13.49,42.94,12.62,1
11.44,6.58,16.65,9.4,6.27,14.47,4.9,15.06,15.15,40.54,10.49,4
12.37,6.91,17.51,9.93,6.67,14.36,5.41,15.76,16.12,42.94,12.13,3
12.57,6.97,17.58,9.97,6.67,14.18,5.45,15.89,15.7,43.5,12.13,3
12.08,6.91,17.51,9.81,6.67,14.53,5.3,15.96,15.77,42.11,11.89,3
11.99,7.05,17.21,9.93,6.72,15.2,5.21,15.63,15.56,42.66,11.12,4
11.85,7.55,18.67,12.44,7.06,15.58,4.84,18.37,15.49,40.29,11.21,4
12.08,7.22,16.3,10.37,6.75,16.38,5.13,15.56,15.22,42.94,10.87,4
11.53,7.73,18.43,12.05,7.09,17.15,4.94,17.36,15.35,39.79,11.04,4
11.99,7.11,17.14,10.91,6.59,16.72,4.88,15.44,14.7,39.55,11.04,4
12.32,7.19,16.79,10.24,6.86,15.84,5.28,15.5,15.63,46.19,11.43,4
11.94,7.7,18.75,12.54,7.14,15.91,4.88,18.45,15.56,41.05,11.21,4
13.5,8.01,14.83,12.39,6.83,17.3,6.38,11.69,14.51,41.84,12.03,2
12.72,7.11,16.1,10.57,6.56,14.89,5.68,13.76,15.15,40.29,12.08,2
14.75,14.01,12.38,17.88,10.76,22.75,8.73,9.42,13.21,41.84,12.23,1
14.81,13.9,12.63,17.96,10.63,22.75,8.63,9.6,13.32,44.07,12.32,1
12.18,7.14,16.44,10.28,6.75,16.11,5.17,15.69,15.29,38.36,11.48,4
11.57,6.45,17.0,9.29,6.14,13.62,4.98,15.63,15.35,42.11,11.34,3
12.04,7.73,18.75,12.49,7.17,15.97,4.92,18.77,15.56,41.84,11.21,4
12.37,7.16,16.44,10.37,6.81,16.17,5.19,15.63,15.35,40.29,11.52,4
12.08,6.91,17.36,9.85,6.7,14.65,5.28,16.23,15.77,41.58,11.48,3
11.99,7.05,17.21,9.89,6.72,15.14,5.21,15.56,15.56,42.38,11.48,4
